step,step_distance,ref_step_epd,agent_step_epd_accounted,agent_step_epd_raw,step_saving_accounted_pct,step_saving_raw_pct,step_net_saving_accounted_pct,step_net_saving_raw_pct,running_saving_accounted_pct,running_saving_raw_pct,running_saving_iso_pct,running_net_saving_accounted_pct,running_net_saving_raw_pct,running_net_saving_iso_pct,rolling_saving_accounted_pct,rolling_saving_raw_pct,rolling_net_saving_accounted_pct,rolling_net_saving_raw_pct,rolling_raw_energy_saved,rolling_accounted_energy_saved,rolling_pure_energy_saved,rolling_pure_net_energy_saved
68.00000000,1.52897608,0.00084342,0.00086140,0.00086140,-2.13219643,-2.13219643,-2.13219643,-2.13219643,1.69784129,1.76105392,1.50661612,1.69784129,1.76105392,1.69184875,-1.44513738,-1.44513738,-1.44513738,-1.44513738,-0.00011762,-0.00011762,-0.00016280,-0.00011904
69.00000000,1.53003132,0.00081413,0.00083190,0.00083190,-2.18209720,-2.18209720,-2.18209720,-2.18209720,1.67248476,1.73520744,1.47995079,1.67248476,1.73520744,1.66645253,-1.60786438,-1.60786438,-1.60786438,-1.60786438,-0.00013789,-0.00013789,-0.00018306,-0.00013930
70.00000000,1.53031504,0.00073889,0.00075711,0.00075711,-2.46500540,-2.46500540,-2.46500540,-2.46500540,1.64773166,1.71001661,1.45377088,1.64773166,1.71001661,1.64165032,-1.78662348,-1.78662348,-1.78662348,-1.78662348,-0.00015749,-0.00015749,-0.00020267,-0.00015891
71.00000000,1.53100252,0.00077781,0.00079695,0.00079695,-2.46161771,-2.46161771,-2.46161771,-2.46161771,1.62193143,1.68376493,1.42663968,1.62193143,1.68376493,1.61581731,-1.97930145,-1.97930145,-1.97930145,-1.97930145,-0.00017713,-0.00017713,-0.00022230,-0.00017854
72.00000000,1.53142488,0.00075288,0.00077144,0.00077144,-2.46587014,-2.46587014,-2.46587014,-2.46587014,1.59716713,1.65856719,1.40050924,1.59716713,1.65856719,1.59100688,-2.16946840,-2.16946840,-2.16946840,-2.16946840,-0.00019474,-0.00019474,-0.00023991,-0.00019615
73.00000000,1.53162730,0.00073171,0.00075011,0.00075011,-2.51478171,-2.51478171,-2.51478171,-2.51478171,1.57298386,1.63396800,1.37495005,1.57298386,1.63396800,1.56678391,-2.29120755,-2.29120755,-2.29120755,-2.29120755,-0.00020770,-0.00020770,-0.00025287,-0.00020911
74.00000000,1.53046036,0.00059729,0.00061558,0.00061558,-3.06277227,-3.06277227,-3.06277227,-3.06277227,1.55042899,1.61107779,1.35077643,1.55042899,1.61107779,1.54417622,-2.39531422,-2.39531422,-2.39531422,-2.39531422,-0.00021461,-0.00021461,-0.00025978,-0.00021602
75.00000000,1.52927780,0.00059292,0.00061324,0.00061324,-3.42703009,-3.42703009,-3.42703009,-3.42703009,1.52623427,1.58655584,1.32497609,1.52623427,1.58655584,1.51992965,-2.51123619,-2.51123619,-2.51123619,-2.51123619,-0.00022241,-0.00022241,-0.00026759,-0.00022383
76.00000000,1.52715695,0.00049849,0.00051980,0.00051980,-4.27423811,-4.27423811,-4.27423811,-4.27423811,1.50224125,1.56229377,1.29922521,1.50224125,1.56229377,1.49588025,-2.62909102,-2.62909102,-2.62909102,-2.62909102,-0.00022992,-0.00022992,-0.00027510,-0.00023134
77.00000000,1.52468479,0.00045991,0.00048291,0.00048291,-5.00157118,-5.00157118,-5.00157118,-5.00157118,1.47725415,1.53705132,1.27242231,1.47725415,1.53705132,1.47084248,-2.82562923,-2.82562923,-2.82562923,-2.82562923,-0.00023846,-0.00023846,-0.00028364,-0.00023988
